NP Entry ID,Study ID,Title,NP without modification,Surface modification,SizeDLS,Zeta potential,Incubation protein source,Incubation plasma concentration,Incubation NP concentration,Centrifugation speed,Centrifugation time,Certrifugation temperature,NP type,NP shape,Dispersion medium,PDI,Incubation culture,Incubation time,Incubation temperature,Centrifugation repetitions,ALB,C3,APOA2
A631,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,9.5,2.88,0
A632,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,10.74,2.74,0
A633,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,10,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,9.14,3.01,0
A634,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,10,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,12.13,4.18,0
A635,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,10,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,14.25,4.56,0
A636,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,10,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,19.5,6.53,0
A637,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,10,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,14.12,3.36,0
A638,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,10,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,16.34,5.21,0
A639,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,100,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,8.98,5.25,0
A640,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,100,40000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,10.57,5.76,0
A641,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,100,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,8.27,3.31,0
A642,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,100,80000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,9.62,3.09,0
A643,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,100,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,10.05,2.19,0
A644,A55,Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,FAU,10,-50,HP,100,120000,24000,30,25,other,sphere,water,0.126944444,buffer,1,37,1,9.21,2.73,0
A645,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,93.36,-18.88,RP,100,500,3000,20,4,metal,star,plasma,0.388,water,0.166666667,37,2,8.19,2.94,0
A646,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,75.67,-20.32,RP,100,500,3000,20,4,metal,rod,plasma,0.388,water,0.166666667,37,2,7.52,3.78,0
A647,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,21.25,-28.57,RP,100,500,3000,20,4,metal,rod,water,0.786,water,0.166666667,37,2,5.16,1.49,0
A648,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,24.91,-28.77,RP,100,500,3000,20,4,metal,rod,water,0.378,water,0.166666667,37,2,7.52,3.78,0
A649,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,82.09,-29.33,RP,100,500,3000,20,4,metal,star,water,0.245,water,0.166666667,37,2,3.71,1.33,0
A650,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,79.98,-31.78,RP,100,500,3000,20,4,metal,star,plasma,0.232,water,0.166666667,37,2,3.71,1.33,0
A651,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,122,-33.63,RP,100,500,3000,20,4,metal,star,water,0.101,water,0.166666667,37,2,8.19,2.94,0
A652,A56,In Vivo Formation of Protein Corona on Gold Nanoparticles. The effect of Size and Shape,Au,N/A,83.28,-36.76,RP,100,500,3000,20,4,metal,rod,plasma,0.315,water,0.166666667,37,2,5.16,1.49,0
A653,A57,Correlating Corona Composition and Cell Uptake to Identify Proteins Affecting Nanoparticle Entry into Endothelial Cells,Silica,No Modification,101,-15,HP,100,1000,16000,60,15,Inorganic,Sphere,PBS,0.06,N/A,1,37,4,1.312279006,1.094400849,2.036439773
A654,A57,Correlating Corona Composition and Cell Uptake to Identify Proteins Affecting Nanoparticle Entry into Endothelial Cells,Silica,No Modification,165,-12,HP,100,1000,16000,60,15,Inorganic,Sphere,PBS,0.05,N/A,1,37,4,2.393414679,1.13760959,2.09742119
A655,A57,Correlating Corona Composition and Cell Uptake to Identify Proteins Affecting Nanoparticle Entry into Endothelial Cells,Silica,NH2,100,-11,HP,100,1000,16000,60,15,Inorganic,Sphere,PBS,0.04,N/A,1,37,4,1.159255341,1.2174314,0.799543279
A656,A57,Correlating Corona Composition and Cell Uptake to Identify Proteins Affecting Nanoparticle Entry into Endothelial Cells,Silica,NH2,192,-7,HP,100,1000,16000,60,15,Inorganic,Sphere,PBS,0.04,N/A,1,37,4,7.269000416,1.182662757,1.573993294
A657,A57,Correlating Corona Composition and Cell Uptake to Identify Proteins Affecting Nanoparticle Entry into Endothelial Cells,Silica,COOH,105,-15,HP,100,1000,16000,60,15,Inorganic,Sphere,PBS,0.02,N/A,1,37,4,2.023527193,1.445927905,1.03593541
A658,A57,Correlating Corona Composition and Cell Uptake to Identify Proteins Affecting Nanoparticle Entry into Endothelial Cells,Silica,COOH,203,-13,HP,100,1000,16000,60,15,Inorganic,Sphere,PBS,0.05,N/A,1,37,4,3.573451306,1.455768918,0.799337636
A659,A58,Impact of protein pre-coating on the protein corona composition and nanoparticle cellular uptake,Silica,COOH,94.1,-29.83,HP,55,500,N/A,N/A,4,Inorganic,Sphere,PBS,0.086,PBS,1,37,2,1.23,0.83,0
A660,A58,Impact of protein pre-coating on the protein corona composition and nanoparticle cellular uptake,Silica,COOH-HSA,343.9,-17.03,HP,55,500,N/A,N/A,4,Inorganic,Sphere,PBS,0.338,PBS,1,37,2,4.46,0.78,0
A661,A58,Impact of protein pre-coating on the protein corona composition and nanoparticle cellular uptake,Silica,COOH-GG,749.2,-12.79,HP,55,500,N/A,N/A,4,Inorganic,Sphere,PBS,0.336,PBS,1,37,2,1.56,2.72,0
A662,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (20) sorbitan monolaurate,No Modification,87.5,-22.8089,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1208,N/A,1,37,2,13.43462903,0,0
A663,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (20) sorbitan monolaurate,No Modification,109.26,-20.337,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.08,N/A,1,37,2,14.3937344,0,0
A664,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (80) sorbitan monooleate,No Modification,44.82,-20.224,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.13011,N/A,1,37,2,22.15397222,0,0
A665,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (80) sorbitan monooleate,No Modification,88.95,-20.337,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.15148,N/A,1,37,2,24.59048525,0,0
A666,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate,No Modification,123.277,-23.82,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1013,N/A,1,37,2,14.78875105,0,0
A667,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate,No Modification,149.88,-25.95505,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1598,N/A,1,37,2,20.03203979,0,0
A668,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate:Polyoxyethylene (80) sorbitan monooleate,No Modification,90.35,-26.5168,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.19981,N/A,1,37,2,20.46643413,0,0
A669,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate:Polyoxyethylene (80) sorbitan monooleate,No Modification,126.77,-26.3774,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.14126,N/A,1,37,2,33.67584332,0,0
A670,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (20) sorbitan monolaurate,No Modification,87.5,-22.8089,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1208,N/A,1,37,2,13.43462903,0,0
A671,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (20) sorbitan monolaurate,No Modification,109.26,-20.337,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.08,N/A,1,37,2,14.3937344,0,0
A672,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (80) sorbitan monooleate,No Modification,44.82,-20.224,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.13011,N/A,1,37,2,22.15397222,0,0
A673,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (80) sorbitan monooleate,No Modification,88.95,-20.337,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.15148,N/A,1,37,2,24.59048525,0,0
A674,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate,No Modification,123.277,-23.82,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1013,N/A,1,37,2,14.78875105,0,0
A675,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate,No Modification,149.88,-25.95505,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1598,N/A,1,37,2,20.03203979,0,0
A676,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate:Polyoxyethylene (80) sorbitan monooleate,No Modification,90.35,-26.5168,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.19981,N/A,1,37,2,20.46643413,0,0
A677,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate:Polyoxyethylene (80) sorbitan monooleate,No Modification,126.77,-26.3774,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.14126,N/A,1,37,2,33.67584332,0,0
A678,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (20) sorbitan monolaurate,No Modification,87.5,-22.8089,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1208,N/A,1,37,2,13.43462903,0,0
A679,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (20) sorbitan monolaurate,No Modification,109.26,-20.337,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.08,N/A,1,37,2,14.3937344,0,0
A680,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (80) sorbitan monooleate,No Modification,44.82,-20.224,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.13011,N/A,1,37,2,22.15397222,0,0
A681,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (80) sorbitan monooleate,No Modification,88.95,-20.337,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.15148,N/A,1,37,2,24.59048525,0,0
A682,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate,No Modification,123.277,-23.82,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1013,N/A,1,37,2,14.78875105,0,0
A683,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate,No Modification,149.88,-25.95505,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.1598,N/A,1,37,2,20.03203979,0,0
A684,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate:Polyoxyethylene (80) sorbitan monooleate,No Modification,90.35,-26.5168,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.19981,N/A,1,37,2,20.46643413,0,0
A685,A59,Nano-bio interface between human plasma and niosomes with different formulations indicates protein corona patterns for nanoparticle cell targeting and uptake,Polyoxyethylene (21) sorbitan monooleate:Polyoxyethylene (80) sorbitan monooleate,No Modification,126.77,-26.3774,HP,100,1670,15000,10,N/A,Organic,Sphere,HEPES,0.14126,N/A,1,37,2,33.67584332,0,0
A686,A60,Corona Composition Can Affect the Mechanisms Cells Use to Internalize Nanoparticles,Silica,No Modification,47,-40,HP,10,300,16000,60,15,Inorganic,Sphere,water,0.07,MEM + PBS,1,37,1,1.277000474,0.886913337,3.232276501
A687,A60,Corona Composition Can Affect the Mechanisms Cells Use to Internalize Nanoparticles,Silica,No Modification,47,-40,HP,50,300,16000,60,15,Inorganic,Sphere,water,0.07,MEM + PBS,1,37,1,1.253469757,0.774341709,1.852550051
A688,A60,Corona Composition Can Affect the Mechanisms Cells Use to Internalize Nanoparticles,Silica,No Modification,35.8,-40,HP,10,300,16000,60,15,Inorganic,Sphere,PBS,0.07,MEM + PBS,1,37,1,1.277000474,0.886913337,3.232276501
A689,A60,Corona Composition Can Affect the Mechanisms Cells Use to Internalize Nanoparticles,Silica,No Modification,35.8,-40,HP,50,300,16000,60,15,Inorganic,Sphere,PBS,0.07,MEM + PBS,1,37,1,1.253469757,0.774341709,1.852550051
A690,A61,Peptide ligands on the PEGylated nanoparticle surface and human serum composition are key factors for the interaction between immune cells and nanoparticles,Iron Oxide,PEG,166,-12.8,HP,100,36,N/A,720,4,Inorganic,Sphere,water,0.06,N/A,1,37,1,52.0936088,2.186109057,1.977770994
A691,A61,Peptide ligands on the PEGylated nanoparticle surface and human serum composition are key factors for the interaction between immune cells and nanoparticles,Iron Oxide,pHILP,169,-17.3,HP,100,36,N/A,720,4,Inorganic,Sphere,water,0.04,N/A,1,37,1,36.67970453,4.272523376,0
A692,A62,Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,DOPG,No Modification,136,-25.6,HP,100,1000,14000,15,N/A,Organic,Sphere,water,0.04,N/A,1,37,3,5.81370288,1.38997813,1.76757061
A693,A63,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,Polystyrene,PEG,80.77,2.11,HP,100,40000,N/A,N/A,N/A,Organic,Sphere,PBS,0.15,N/A,1,37,1,0.0522,0,0.0023
A694,A63,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,Polystyrene,CHAIYPRH (LT7) peptide,89.5,16.2,HP,100,40000,N/A,N/A,N/A,Organic,Sphere,PBS,0.12,N/A,1,37,1,0.0474,0,0.0057
A695,A63,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,Polystyrene,"hrpyiahc, all D-form amino acids (DT7)",83.61,17.1,HP,100,40000,N/A,N/A,N/A,Organic,Sphere,PBS,0.15,N/A,1,37,1,0.071,0,0.0121
A696,A63,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,Polystyrene,Transferrin,92.47,1.25,HP,100,40000,N/A,N/A,N/A,Organic,Sphere,PBS,0.15,N/A,1,37,1,0.038,0,0.0208
A697,A64,Effect of Glucose on Liposome每Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,HSPC-Chol,DPSE-MPEG,109.2,-24,HP,50,N/A,14000,15,N/A,Organic,Sphere,water,N/A,N/A,0.016666667,37,3,5.7,0,1.3
A698,A64,Effect of Glucose on Liposome每Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,HSPC-Chol,DPSE-MPEG,102.5,-23.9,HP,50,N/A,14000,15,N/A,Organic,Sphere,water,N/A,N/A,0.016666667,37,3,4.6,1.4,1.4
A699,A64,Effect of Glucose on Liposome每Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,HSPC-Chol,DPSE-MPEG,106,-23.5,HP,50,N/A,14000,15,N/A,Organic,Sphere,water,N/A,N/A,0.016666667,37,3,4.7,0,1.4
A700,A64,Effect of Glucose on Liposome每Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,DSPC-Chol,DSPE-MPEG,171.2,-16.8,HP,50,N/A,14000,15,N/A,Organic,Sphere,water,N/A,N/A,0.016666667,37,3,2.9,1.1,1.4
A701,A64,Effect of Glucose on Liposome每Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,DSPC-Chol,DSPE-MPEG,174.1,-16.9,HP,50,N/A,14000,15,N/A,Organic,Sphere,water,N/A,N/A,0.016666667,37,3,3,0,1.3
A702,A65,Probing the glycans accessibility in the nanoparticle biomolecular corona,Au,Citrate,60,N/A,HP,10,N/A,6000,15,4,Inorganic,Sphere,PBS,N/A,PBS,1,37,2,12.80538929,7.409921688,0.090321265
A703,A65,Probing the glycans accessibility in the nanoparticle biomolecular corona,Au,Citrate,60,N/A,HP,80,N/A,6000,15,4,Inorganic,Sphere,PBS,N/A,PBS,1,37,2,17.59919245,5.330938306,0.087023698
A704,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,No Modification,20,-30,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,3.168,1.079,0.625
A705,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,Acrylic Acid,20,-29,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,2.958,1.192,0.512
A706,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,2-Methyl-2-Oxazoline,20,-18,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,7.244,0.596,1.475
A707,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,"1,7-Octadiene",20,-15,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,12.013,0.537,1.168
A708,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,Allylamine,20,2,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,6.058,0.633,1.272
A709,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,No Modification,20,-30,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,4.6,0.746,1.175
A710,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,Acrylic Acid,20,-29,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,2.367,1.195,0.659
A711,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,2-Methyl-2-Oxazoline,20,-18,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,7.724,0.792,0.919
A712,A65,Nanoparticles Surface Chemistry Influence on Protein Corona Composition and Inflammatory Responses,Silica,"1,7-Octadiene",20,-15,HP,100,N/A,20000,60,4,Inorganic,Sphere,N/A,N/A,N/A,1,37,4,7.013,0.642,0.986
A713,A66,Protein Corona of Nanoparticles: Distinct Proteins Regulate the Cellular Uptake,Polystyrene,COOH,102,-27,HP,100,500,20000,30,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,3,0,0,0
A714,A66,Protein Corona of Nanoparticles: Distinct Proteins Regulate the Cellular Uptake,Polystyrene,NH2,100,8,HP,100,500,20000,30,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,3,0,0,0
A715,A66,Protein Corona of Nanoparticles: Distinct Proteins Regulate the Cellular Uptake,Polystyrene,Sulfonate,119,-33,HP,100,500,20000,30,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,3,0,0,0
A716,A66,Protein Corona of Nanoparticles: Distinct Proteins Regulate the Cellular Uptake,Polystyrene,Phosphonate,104,-60,HP,100,500,20000,30,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,3,0,0,0
A717,A66,Protein Corona of Nanoparticles: Distinct Proteins Regulate the Cellular Uptake,Polystyrene,phosphonate-Lutensol AT50,109,-50,HP,100,500,20000,30,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,3,0,0,0
A718,A66,Protein Corona of Nanoparticles: Distinct Proteins Regulate the Cellular Uptake,Polystyrene,phosphonate-SDS,104,-61,HP,100,500,20000,30,N/A,Organic,Sphere,N/A,N/A,N/A,1,37,3,0,0,0
A719,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,Lutensol AT50,60,-8,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,8.343002585,0.283623173,1.178467872
A720,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,Lutensol AT50 + 0.01% CTMA-Cl,60,-8,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,1.946578013,0.350532577,1.13343279
A721,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,Lutensol AT50 + 0.1% CTMA-Cl,60,-8,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,2.739320842,0.29846987,0.986817353
A722,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,Lutensol AT50 + 0.2% CTMA-Cl,60,-8,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,0.837527712,0.148230833,4.748068193
A723,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,Lutensol AT50 + 0.3% CTMA-Cl,60,-8,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,0.590099497,0.110252051,3.830800899
A724,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,PEG,57,13,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,3.681745173,0.062598648,0.419336441
A725,A67,Denaturation via Surfactants Changes Composition of Protein Corona,Polystyrene,PEG + 0.3% CTMA-Cl,57,13,HP,100,500,20000,60,4,Organic,Sphere,N/A,N/A,N/A,1,37,3,4.669812175,0.071503619,0.949719855
A726,A68,Brain Targeting by Liposome每Biomolecular Corona Boosts Anticancer Efficacy of Temozolomide in Glioblastoma Cells,DOTAP,Cholesterol,251.16,-20.1,HP,100,N/A,N/A,15,N/A,Organic,Sphere,water,0.25,N/A,1,37,3,4.2996,3.55759,2.13535
A727,A68,Brain Targeting by Liposome每Biomolecular Corona Boosts Anticancer Efficacy of Temozolomide in Glioblastoma Cells,DOTAP,DOPE,24.42,-17.8,HP,100,N/A,N/A,15,N/A,Organic,Sphere,water,0.15,N/A,1,37,3,10.6697,0,0.95272
A728,A68,Brain Targeting by Liposome每Biomolecular Corona Boosts Anticancer Efficacy of Temozolomide in Glioblastoma Cells,DC-Chol,DOPE,288.37,-25.17,HP,100,N/A,N/A,15,N/A,Organic,Sphere,water,0.16,N/A,1,37,3,4.58331,2.61681,0.69786
A729,A68,Brain Targeting by Liposome每Biomolecular Corona Boosts Anticancer Efficacy of Temozolomide in Glioblastoma Cells,DC-Chol,Cholesterol,364.341,-21.93,HP,100,N/A,N/A,15,N/A,Organic,Sphere,water,0.19,N/A,1.016666667,37,3,5.5898,2.53395,3.39154
A730,A69,Timing of Heparin Addition to the Biomolecular Corona Influences the Cellular Uptake of Nanocarriers,Polystyrene,No Modification,100,0,HP,100,500,N/A,N/A,N/A,Organic,Sphere,water,N/A,N/A,1,37,N/A,23.07837664,0.131070481,1.643804824
A731,A69,Timing of Heparin Addition to the Biomolecular Corona Influences the Cellular Uptake of Nanocarriers,Polystyrene,No Modification,100,1,HP,100,500,N/A,N/A,N/A,Organic,Sphere,water,N/A,N/A,1,37,N/A,25.38264777,0.127063,2.145630416
A732,A69,Timing of Heparin Addition to the Biomolecular Corona Influences the Cellular Uptake of Nanocarriers,Polystyrene,Citrate,100,0.6,HP,100,500,N/A,N/A,N/A,Organic,Sphere,water,N/A,N/A,1,37,N/A,21.31250683,0.116602375,1.892929096
A733,A69,Timing of Heparin Addition to the Biomolecular Corona Influences the Cellular Uptake of Nanocarriers,Polystyrene,Citrate,100,0.3,HP,100,500,N/A,N/A,N/A,Organic,Sphere,water,N/A,N/A,1,37,N/A,31.28245766,0.089281055,1.165084693
A734,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,Silica,PEG,N/A,-13.4,HP,100,N/A,N/A,N/A,N/A,Inorganic,Sphere,N/A,N/A,N/A,1,37,6,0.391,0.178,7.3227
A735,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,Silica,PEG,N/A,-15.6,HP,100,N/A,N/A,N/A,N/A,Inorganic,Sphere,N/A,N/A,N/A,1,37,6,0.2609,0.2091,3.2443
A736,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,Silica,PEG,N/A,-17.8,HP,100,N/A,N/A,N/A,N/A,Inorganic,Sphere,N/A,N/A,N/A,1,37,6,0.2383,0.2475,0.7043
A737,A70,Influence of Poly(ethylene glycol) Molecular Architecture on Particle Assembly and Ex Vivo Particle每Immune Cell Interactions in Human Blood,Silica,PEG,N/A,-26.8,HP,100,N/A,N/A,N/A,N/A,Inorganic,Sphere,N/A,N/A,N/A,1,37,6,1.3566,0.2601,0.2517
