NP Entry ID,Study ID,Title,NP without modification,Surface modification,SizeDLS,Zeta potential,Incubation protein source,Incubation plasma concentration,Incubation NP concentration,Centrifugation speed,Centrifugation time,Certrifugation temperature,NP type,NP shape,Dispersion medium,PDI,Incubation culture,Incubation time,Incubation temperature,Centrifugation repetitions,ALB,C3,APOA2
A382,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,126,-24,HP,90,600,15300,20,4,other,sphere,plasma,0.011,buffer,5,37,1,12.25,2.69,0.33
A383,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,126,-24,HP,90,600,15300,20,4,other,sphere,plasma,0.011,buffer,15,37,1,12.62,2.37,0.34
A384,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,126,-24,HP,90,600,15300,20,4,other,sphere,plasma,0.011,buffer,30,37,1,6,1.61,6.78
A385,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,126,-24,HP,90,600,15300,20,4,other,sphere,plasma,0.011,buffer,60,37,1,8.44,1.67,0.21
A386,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,126,-24,HP,90,600,15300,20,4,other,sphere,plasma,0.011,buffer,120,37,1,8.88,1.63,0.28
A387,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,0.5,37,1,13.21,1.85,1.57
A388,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,2,37,1,8,1.38,8.64
A389,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,5,37,1,8.17,1.15,9.25
A390,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,15,37,1,10.63,0.95,8.51
A391,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,30,37,1,8.09,1.4,0.25
A392,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,60,37,1,6.68,1.42,8.46
A393,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,35.2,-25,HP,90,60,15300,20,4,other,sphere,buffer,0.0001,buffer,120,37,1,8.57,0.57,10.24
A394,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,0.5,37,1,2.19,2.58,0.93
A395,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,2,37,1,2.21,2.58,0.71
A396,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,5,37,1,1.79,2.01,0.58
A397,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,15,37,1,1.86,1.89,0.88
A398,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,30,37,1,2.3,1.97,0.99
A399,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,60,37,1,2.06,1.79,0.82
A400,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,133,-28,HP,90,60,15300,20,4,other,sphere,buffer,0.006,buffer,120,37,1,1.82,1.43,0.75
A401,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,0.5,37,1,9.54,3.36,0.47
A402,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,2,37,1,14.23,2,0.35
A403,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,5,37,1,12.25,2.69,0.33
A404,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,15,37,1,12.62,2.37,0.34
A405,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,30,37,1,6,1.61,6.78
A406,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,60,37,1,8.44,1.67,0.21
A407,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,N/A,134,-55,HP,90,600,15300,20,4,other,sphere,buffer,0.009,buffer,120,37,1,8.88,1.63,0.28
A408,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,0.5,37,1,1.4,2,1.93
A409,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,2,37,1,1.77,2.68,1.25
A410,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,5,37,1,2.06,2.69,0.71
A411,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,15,37,1,1.9,1.68,1.55
A412,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,30,37,1,1.41,1.31,1.09
A413,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,60,37,1,2.11,1.22,1.76
A414,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,158,-6,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,120,37,1,1.83,1.19,2.14
A415,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,0.5,37,1,1.91,2.12,1.55
A416,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,0.5,37,1,2.19,2.58,0.93
A417,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,2,37,1,2.02,2.09,1.51
A418,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,2,37,1,2.21,2.58,0.71
A419,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,5,37,1,1.79,1.78,1.89
A420,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,5,37,1,1.79,2.01,0.58
A421,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,15,37,1,1.72,2.31,1.59
A422,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,15,37,1,1.86,1.89,0.88
A423,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,30,37,1,1.6,2.06,1.22
A424,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,30,37,1,2.3,1.97,0.99
A425,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,60,37,1,2.04,1.01,1.42
A426,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,60,37,1,2.06,1.79,0.82
A427,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,172,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.009,buffer,120,37,1,2.16,1.29,1.79
A428,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,180,-8,HP,90,60,15300,20,4,other,sphere,plasma,0.007,buffer,120,37,1,1.82,1.43,0.75
A429,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,0.5,37,1,2.33,2.12,1.04
A430,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,0.5,37,1,2.3,2.51,0.99
A431,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,2,37,1,2.36,2.07,1.38
A432,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,2,37,1,2.04,2.43,1.84
A433,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,5,37,1,2.37,2.15,1.28
A434,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,5,37,1,2.22,2.02,2.31
A435,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,15,37,1,2.37,1.98,1.22
A436,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,15,37,1,2.31,2,2.55
A437,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,30,37,1,2.37,2.04,1.28
A438,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,30,37,1,2.59,1.84,2.26
A439,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,60,37,1,1.76,2.39,1.45
A440,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,60,37,1,2.7,1.81,2.19
A441,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,72,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.085,buffer,120,37,1,1.49,2.37,1.32
A442,A35,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,N/A,75,-9,HP,90,60,15300,20,4,other,sphere,plasma,0.051,buffer,120,37,1,2.7,1.46,2.6
A443,A36,Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,38.88,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,0.25,DMEM,0,37,1,6.362134251,0.872059219,0
A444,A36,Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,38.88,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,0.25,DMEM,1,37,1,7.483509809,0.746529929,0
A445,A36,Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,38.88,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,0.25,DMEM,4,37,1,7.900365628,0.663201448,0
A446,A36,Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,38.88,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,0.25,DMEM,8,37,1,8.681542181,0.857365881,0
A447,A36,Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,38.88,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,0.25,DMEM,12,37,1,8.130560985,0.709002315,0
A448,A36,Secreted biomolecules alter the biological identity and cellular interactions of nanoparticles,Au,CIT,38.88,-13.5,FBS,10,816.85,15000,20,25,metal,sphere,plasma,0.25,DMEM,24,37,1,7.666463996,0.666980752,0
A449,A37,"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,N/A,223.5,49.5,HP,10,1000,15000,10,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,17.3,7.5,9.4
A450,A37,"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,N/A,223.5,49.5,HP,50,1000,15000,10,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,17,7.8,9.8
A451,A37,"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,N/A,287.7,-7.6,HP,10,1000,15000,10,25,liposome,sphere,plasma,0.126944444,buffer,1,37,1,17.3,7.5,9.4
A452,A37,"Selective targeting capability acquired with a protein corona adsorbed on the surface of 1,2-dioleoyl-3-trimethylammonium propane/dna nanoparticles",DOTAP/DNA,N/A,287.7,-7.6,HP,50,1000,15000,10,25,liposome,sphere,plasma,0.126944444,buffer,1,37,1,17,7.8,9.8
A453,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,112.7,5.6,FBS,77.8,23540,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,2.5,1.15,0
A454,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,46.8,13.6,FBS,77.8,23540,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,3.8,1.65,0
A455,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,N/A,28,27.5,FBS,77.8,23540,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,2.22,1.64,0
A456,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,71.8,34.6,FBS,77.8,23540,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,2.78,2.49,0
A457,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,SiO2,100.7,36.8,FBS,77.8,35653,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,1.66,1.73,5.58
A458,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,PVA,78.5,-15.5,FBS,77.8,23540,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,5.07,2.62,0
A459,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,TiO2,102.1,-24.9,FBS,77.8,64825,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,0.64,0.52,7.93
A460,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,SiO2,102.1,-36.6,FBS,77.8,35653,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,0,2.03,0
A461,A38,Significance of surface charge and shell material of superparamagnetic iron oxide nanoparticle (SPION) based core/shell nanoparticles on the composition of the protein corona,Fe3O4,N/A,143.9,-48.2,FBS,77.8,23540,20000,10,25,metal,sphere,water,0.126944444,buffer,1,37,1,2.47,2.2,2.08
A462,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,120.9,-25.1,FBS,10,100,3000,15,22,metal,sphere,cell culture,0.126944444,DMEM,1,37,1,42.67155053,0.296814168,0.820004672
A463,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,23.4,-25.3,FBS,10,100,3000,15,22,metal,sphere,cell culture,0.126944444,DMEM,1,37,1,6.716635443,0.194689555,8.029065806
A464,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,113.2,-25.5,FBS,10,100,3000,15,22,metal,sphere,water,0.126944444,DMEM,1,37,1,38.82291364,0.316515063,1.007206808
A465,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,22.9,-27.9,FBS,10,100,3000,15,22,metal,sphere,cell culture,0.126944444,DMEM,1,37,1,15.10413891,0,6.693135507
A466,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,121.5,-30,FBS,10,100,3000,15,22,metal,sphere,cell culture,0.126944444,DMEM,1,37,1,53.20082445,0.247941903,2.387374396
A467,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,PVP,26.6,-35.9,FBS,10,100,3000,15,22,metal,sphere,water,0.126944444,DMEM,1,37,1,15.56410067,0,3.24773154
A468,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,104.5,-43.6,FBS,10,100,3000,15,22,metal,sphere,water,0.126944444,DMEM,1,37,1,33.73351235,0.332815898,0.446453279
A469,A39,Silver Nanoparticle Protein Corona Composition in Cell Culture Media,Ag,CIT,24.4,-46.6,FBS,10,100,3000,15,22,metal,sphere,water,0.126944444,DMEM,1,37,1,17.24277311,1.650831515,4.901050681
A470,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,32.7,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,0.126944444,water,1,39,1,65.16081,0,0
A471,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,32.7,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,0.126944444,water,1,39,1,4.850053,0,0
A472,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,32.7,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,0.126944444,water,1,39,1,43.15268,0.171867,0
A473,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,32.7,-13.9,FBS,90,100,15000,20,25,metal,sphere,PBS,0.126944444,water,1,39,1,25.22252,0,0
A474,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,43.8,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,0.126944444,water,1,39,1,65.16081,0,0
A475,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,43.8,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,0.126944444,water,1,39,1,4.850053,0,0
A476,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,43.8,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,0.126944444,water,1,39,1,43.15268,0.171867,0
A477,A40,Slight temperature changes affect protein affinity and cellular uptake/toxicity of nanoparticles,Fe3O4,NH2,43.8,-20.8,FBS,90,100,15000,20,25,metal,sphere,water,0.126944444,water,1,39,1,25.22252,0,0
A478,A41,The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,N/A,220.8,-19.9,HS,10,1000,15000,20,25,other,sphere,plasma,0.288,buffer,24,37,1,25.53,2.59,1.34
A479,A41,The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,N/A,193.3,-20.1,FBS,10,1000,15000,20,25,other,sphere,plasma,0.187,buffer,24,37,1,18.85,1.32,1.68
A480,A41,The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,N/A,143.5,-39.1,FBS,10,1000,15000,20,25,other,sphere,buffer,0.111,buffer,24,37,1,18.85,1.32,1.68
A481,A41,The species origin of the serum in the culture medium influences the in vitro toxicity of silica nanoparticles to HepG2 cells,SiO2,N/A,143.5,-39.1,HS,10,1000,15000,20,25,other,sphere,buffer,0.111,buffer,24,37,1,25.53,2.59,1.34
A482,A42,Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,SiO2,N/A,203,-16.2,HP,50,1000,14000,15,25,other,sphere,plasma,0.19,buffer,1,37,1,3.61269726,0.43837812,2.05321995
A483,A42,Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,SiO2,N/A,152,-18.4,HP,50,1000,14000,15,25,other,sphere,buffer,0.18,buffer,1,37,1,6,1,2
A484,A43,A story told by a single nanoparticle in the body fluid: demonstration of dissolution-reprecipitation of nanocrystals in a biological system,CaCO3,N/A,50,-13.5,FBS,5,1000,16000,10,25,metal,sphere,PBS,0.126944444,DMEM,12,22,1,15.4283151,6.0276714,8.5392012
A485,A43,A story told by a single nanoparticle in the body fluid: demonstration of dissolution-reprecipitation of nanocrystals in a biological system,CaCO3,N/A,50,-13.5,FBS,5,1000,16000,10,25,metal,sphere,PBS,0.126944444,DMEM,12,22,1,15.4283151,6.0276714,8.5392012
A486,A43,A story told by a single nanoparticle in the body fluid: demonstration of dissolution-reprecipitation of nanocrystals in a biological system,Ca3(PO4)2,N/A,100,-13.5,FBS,5,1000,16000,10,25,metal,sphere,PBS,0.126944444,DMEM,12,22,1,16.0816727,1.4053924,7.9638905
A487,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DPPC,N/A,246.3,34,RP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,6.17092865,0.82379514,1.19941993
A488,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DPPC,N/A,246.3,34,HP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,2.56506413,0,0
A489,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DSPC,N/A,421.8,37.1,RP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,4.37221341,0.94921946,1.4053379
A490,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-DSPC,N/A,421.8,37.1,HP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,2.94399935,0,0
A491,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,Shingosine-Chol-DSPC,N/A,203,40.8,RP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,3.43737531,0.95178263,1.04012672
A492,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,Shingosine-Chol-DSPC,N/A,203,40.8,HP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,5.58894706,0,0
A493,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-PC,N/A,244.3,45.7,RP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,4.0016246,0.84436475,1.12903629
A494,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,DOTAP-Chol-PC,N/A,244.3,45.7,HP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,2.91377783,0,0
A495,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,Chol-PC,N/A,248.8,-10.9,RP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,5.15549404,1.06040823,1.91725595
A496,A44,Surface chemistry and serum type both determine the nanoparticle-protein corona,Chol-PC,N/A,248.8,-10.9,HP,50,500,18000,15,25,liposome,sphere,buffer,0.126944444,buffer,1,37,1,7.25495779,0,0
A497,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,112.2,12.8,HP,55,250,20000,30,20,metal,sphere,water,0.212,buffer,1,37,1,9.764135435,0.167035744,0
A498,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,52.64,63.1,HP,55,250,20000,30,20,metal,sphere,water,0.207,buffer,1,37,1,13.98270027,0.347622283,0
A499,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,106.7,69.3,HP,55,250,20000,30,20,metal,sphere,water,0.132,buffer,1,37,1,12.69531152,0.244444545,0
A500,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,133,-1.98,HP,55,250,20000,30,20,metal,sphere,cell culture,0.035,buffer,1,37,1,9.764135435,0.167035744,0
A501,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,68.87,-10.8,HP,55,250,20000,30,20,metal,sphere,water,0.143,buffer,1,37,1,12.6393694,0.178469424,0
A502,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,PEG,69.7,-3.58,HP,55,250,20000,30,20,metal,sphere,cell culture,0.074,buffer,1,37,1,12.6393694,0.178469424,0
A503,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,LA,92.19,-43.9,HP,55,250,20000,30,20,metal,sphere,water,0.083,buffer,1,37,1,14.92938039,0.447161391,0
A504,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,317.82,-5.32,HP,55,250,20000,30,20,metal,sphere,cell culture,0.181,buffer,1,37,1,12.69531152,0.244444545,0
A505,A45,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",Au,BPEI,331.3,-7.43,HP,55,250,20000,30,20,metal,sphere,cell culture,0.205,buffer,1,37,1,13.98270027,0.347622283,0
