NP
Mmp19
Bpgm
Alms1
Nrp1
Hspg2
Kiaa1549
Ywhaq
Ddt
Bhmt
Serpinb1a
Gsta3
Aldh1l1
Ywhaz
Ifi30
Mfap4
Acp1
Glycam1
Sucla2
Gm94
Fgl2
Angptl3
Ggh
Ces2a
Pnliprp1
Igfbp5
Iglc3
Atp5f1b
Gda
Rac1
Vcp
Colec11
Vasn
Coro1a
Rac2
Qsox2
Hyal1
Akr1b1
Spink1
Pcolce
Arg1
Ppp6r3
Akr1c6
Pgd
Mcam
Oaf
Myh9
Ghr
Gpi
Hpse
Ext2
Comp
Ganab
Heph
Mmrn1
Ctsl
Ptprf
Tfpi
Psmb5
Fh
Gm2a
Man2a1
Sema4b
Vat1
Pgls
L1cam
Itga2
Wdr1
Isoc1
Plek
Ltbp1
Asap2
Glul
Igh-VJ558
Pgam2
Dbi
Fuca1
Nucb1
Rab10
Fstl1
Dsp
Gnptg
Lyz1
Gdi2
Cat
Mpo
Mthfd1
Cacna2d2
Pdia3
Cap1
Hgd
Atic
Ilk
Pdgfra
Lamp1
Fsip2
Jup
Lgals1
Pecam1
Islr
Ctrc
Nptn
Tpm4
Creg1
Pygm
Ran
Cdc42
Vnn1
Aldh9a1
Actr3
Enpep
Hsp90aa1
Met
Spon1
Fbp1
Hagh
Atp11a
Lman2
Dstn
Hint1
C1rb
Esd
Cd248
Reln
Lamc1
Csf1
Pip
Idh2
Zg16
Pgk1
Bsg
Ppib
Dus2
Stom
Adk
Aqp1
Pafah1b2
Pmel
Parvb
Uba1
Heg1
Galnt2
Cfap74
Avp
Ndrg2
Il6st
Clic1
Tars1
Mat1a
Prdx5
Ache
Psme1
Itgb1
Lrrn4
Atp5f1a
Lpl
Arpc4
Il2rg
Itm2b
Pafah1b1
Itgb3
St3gal6
Mrpl1
Reg1
Cyb5a
Gp1bb
Ak1
Ptgds
Rnf17
Anxa5
Col6a1
Arpc5
Plec
Prdx4
Pgm1
Ngp
Lcn2
Capns1
Taldo1
Klk1
Hnrnpa2b1
Inmt
H2-Q9
Fam20c
Mpig6b
Pam
Alpl
Park7
Nherf1
Asah2
Dpt
Pdcd6
Neo1
Spr
Ogn
Ptpa
Clca3a1
Rarres2
Msln
Ly6g6c
Hadha
Hmgb1
Reg3g
Igfbp6
Apoa5
Gstz1
Nme1
Hamp
Alox12
Tlr12
Rsu1
B4gat1
Itgam
Arpc1b
Antxr1
Glb1
Gnpda1
Ywhag
Rnpep
Cct5
Rab7a
Npl
B3GNT2
Pklr
Osbpl3
Igf2r
Cct8
Cmpk1
Nid1
Cltc
Arpc3
Cbr1
Serpinb2
Rida
Dld
Siae
Scp2
Tkfc
Ccdc126
Timp2
Dsc1
Isg15
Dpysl2
Rps18
Qpct
Atf6b
G6pdx
Efemp2
P4hb
Gclc
Arhgdib
Dpys
Dcps
Bin2
Srm
Lta4h
Pa2g4
Abhd14b
S100a9
Coro1c
Acly
Glud1
Vars1
Cct4
Lect2
Acat2
Prdx3
S100a11
Extl1
Nutf2
Cd74
Gpt
Adsl
Cd34
Ppp1r14b
Dmkn
Rab8a
Hnrnpa1
Serpinb13
Alad
Lamb1
Obp1b
Extl2
Dnah1
Dnase1
Mdh2
Cd48
Ehd4
Hadhb
Apeh
Haao
Cd84
Tpm3
Vmn2r1
Niban1
Col11a2
Fuom
Adamts13
Gss
Fdps
Gulo
Cd109
Eif5
Gckr
Rps24
Rps9
Naga
Rps4x
Ugp2
Inpp1
Rps3
Npepps
Tpt1
Znfx1
Csnk1a1
Prap1
Pdlim1
Fcgrt
Ddx39b
Ckap5
Hmcn2
Frmpd1
Svep1
Kalrn
Catsperb
Mmrn2
Unc13d
Otud7b
Fry
Nccrp1
Capn2
Lgals9
Gtpbp1
Stxbp1
Myh11
Metap2
Hsd17b10
Dctn1
Diaph1
Atox1
Ltbp2
Snap23
Guca2b
Casq2
Rpl21
Gclm
Phb2
Atp5if1
Psmd4
Dhx15
Capn1
Adam10
Fyb1
Anxa3
Api5
Lsm2
Cavin1
Hmgb3
Dkk1
Slk
Pgrmc1
Nck2
Snca
Dnase1l3
Stk10
Nipsnap1
Septin7
Atp2a2
Chad
Dhx9
Mmp8
Pip4k2a
Ptp4a2
Grk6
Nmt1
Epb41l2
Stx7
Gnaz
Mybpc3
Dok2
Ugdh
Snx3
Snx12
Gp9
Papss2
Stc2
Shoc2
F11r
Rbm3
Dhfr
Mtco2
Rnase1
Thy1
Hbb-y
Mtatp8
Saa3
Prnp
Prkaca
Got2
Src
Lck
Ptprc
S100a4
Anxa2
Serpina1a
Col4a2
Gnai2
Ncl
Igf2
Myl3
Anxa1
Tcea1
H1-0
Parp1
Itga5
Itgb2
Mdk
Cox5a
Rpl7a
Cd5
Dnmt1
S100a6
Atp1b1
Rpl27a
Rps16
Rpl7
Rpsa
Srp54
Psmd3
Anxa6
Rplp0
H1-2
Lgals3
Srp14
Cnp
Zfp60
Ptbp1
Defa-rs2
Hk1
Ptpra
Tnnc1
Serpinh1
Mgp
Lsp1
Pdgfa
Prkca
Prim1
Bmp2
Bmp4
Gnaq
Ang
Mfge8
Fech
Cbl
Hmbs
Eif3a
Cbx3
Mov10
Itgal
Capg
Mcm3
Rps2
Lyn
Msn
Rdx
Chga
Sars1
Marcks
Fkbp1a
S100a8
Map4
Gna13
Ccl6
Mgat1
Vav1
Aco1
Ctsg
Lox
Apex1
Adh5
Adss1
Nap1l1
Nckap1
Kif2a
Mmp3
Ccn2
Pabpc1
Ptpn6
Fkbp4
Hmgb2
Pdgfb
Prkar2b
Slc2a3
Ssb
Drg1
Kras
Wars1
Prim2
Ranbp1
Ptpn11
Rab5c
Rab21
Rab12
Pdha1
Fbl
Canx
Ap1m1
Ptpn12
Rpl12
Rpl18
Btk
Tbxas1
Tagln
Dnm2
Fen1
Cxcl12
Cd9
Rpl28
Csk
Eci1
Septin2
H1-4
H1-1
H1-5
Cfl2
Acadm
Nsf
Rab11b
Nedd4
Cryz
Aldh2
Capza1
Capza2
Capzb
Pfkm
Rpl6
Rpl29
Rpl5
Rpl13
Eif1
Syk
Epb41
Tbca
Lmna
Tnni3
Slc25a4
Epb42
Mcm5
Srp9
Cxcl5
Gdi1
Csrp3
Atp6v1e1
Tnnt2
Acadl
Rpl9
Plcb3
Camp
Hsd17b4
Myl2
Ccl9
Hdgf
Slc25a5
Rpl10a
Slc16a1
Rab2a
Cnbp
Eln
Hmgcs2
Inhbc
Sh3bp1
Dsc3
Atp5mf
Arpp19
Nudt2
Atp5f1e
Cox6b1
Fus
Ncstn
Atp6v1d
Erp29
Eef1d
Actn4
Snrpa1
Tpm1
Eif3e
Pcbp1
Nploc4
Eif4a1
Rps20
Rab5b
Rab8b
Ube2m
Actr2
Actr1a
Abce1
Rap2b
Rpl26
Rpl27
Rpl37a
Gng11
Ap1s1
Hnrnpk
Timm13
Rps7
Ppp1ca
Ppp1cb
Psmc1
Psmc5
Rps8
Rps15a
Rps14
Rps23
Rps29
Rps11
Rps13
Snrpe
Snrpf
Snrpg
Lsm3
Lsm6
Snrpd1
Snrpd2
Snrpd3
Arf6
Abi2
Eef1a2
Rpl18a
Rpl23a
Rps6
Mtpn
Wfdc18
Rab1a
Rpl23
Rap1a
Rps15
Rps25
Rps26
Rps28
Gnb1
Gnb2
Rpl30
Rpl31
Rpl32
Rpl8
Ybx1
Rps27a
Dnaja1
Hspd1
Eif4e
Eif5a
Crip1
Rps17
Ube2i
Rps12
Rps10
Rpl22
Ube2l3
Prkcb
Ywhah
Sbds
Kpnb1
Clec4f
Psmb7
Mpp1
Was
Rock1
Rock2
Ufd1
Elavl1
Idh3g
Vasp
Cct7
Cct2
Cct6a
Cct3
Tnik
Rpl36a
Arf5
Ap2m1
Rhog
Srsf3
Ccl21a
Sfrp2
Csrp1
Pkp1
Rps3a
Anxa11
Vps45
Frzb
Ear2
Anxa4
Fhl1
Atp5pf
Rps5
Ext1
Lypla1
G3bp1
Fmo5
Bmp1
Hnrnpul2
Selp
Top2a
Ank1
Myh6
Thbs2
Crisp1
Acp5
Cyp2e1
Cab39
Atp5me
Anxa7
Hgf
Cnn2
Tgm3
Lyar
Mpl
Cd36
Ssrp1
Inf2
Nsun2
Treml2
Gsk3a
Fat4
Mfsd2b
Arhgap45
Cul4a
Myl12b
Pde12
Zc3h15
Pdlim7
Khsrp
Vwce
Slc16a10
Aak1
Pdap1
Arhgap17
Parp3
Ppp1r7
Cobll1
Skap2
Pxdn
Dipk2a
Pls1
Cdv3
Ddx17
Lrrc47
Defa23
Cyfip2
Arcn1
Cttn
Grb2
Hnrnpd
Ppp5c
Samhd1
Marco
Stxbp3
Lcp2
Rasa3
Col12a1
Slc6a4
Stip1
Arhgef2
Vdac1
Tmpo
Cdc37
Map3k2
Mapre1
Tsg101
Arhgef1
Hadh
Fscn1
Fbn1
Igfbp7
Ddx19a
Ddx5
Cd47
Itga6
Phgdh
Kif5b
Lag3
Lasp1
Pdcd4
Myh10
Npm1
Pcbp2
Srsf2
Ager
Ssr4
Snrpa
Dbnl
Ostf1
Ndufa4
Fkbp3
Coch
Zyx
Cavin2
Map2k2
Crk
Raly
Aebp1
Btf3
Aga
Stxbp2
Hspe1
Ptprj
Cyp2c29
Gapdhs
Ptpn13
Atp2a3
Swap70
Cpsf6
Dnajc8
Eif4g1
Abcf1
Ckmt2
Snx6
Ano6
Fhod1
Oxsr1
Srsf1
Mylk
Pdgfrl
Naa50
Dhx29
Bud31
Myh14
Slc44a1
Ube2o
Lsm8
Rps27
Rpl10
Rpl35
Eif2s1
Sned1
Ppp2r1a
Snd1
Nap1l4
Cyfip1
Syncrip
Tubb2a
Abcg2
Luc7l2
Dek
Cdsn
Actn1
Hjv
Srl
Tppp
Cdc42bpb
Gng5
Adamtsl4
Erbin
Fnbp1
Usp8
Plxna4
Septin9
Naa15
Fam98b
Pcsk9
Agfg2
Vrk1
Bdh1
Rnaseh2b
Ttc9c
Zfand1
Actbl2
Hnrnpa3
Sh3bgrl2
Limd2
Ubash3b
Trim23
Wasf2
Ehd2
Echs1
Ptbp3
Tspan9
Eif2a
Olfml3
Ahsa1
Rcc2
Ipo5
Eea1
Srsf7
Smoc1
Srp68
Lars1
Eif1ax
Qars1
Rpl24
Daam1
Cc2d1b
Slc43a1
Ppfia2
Asph
Cpne3
Qdpr
Arrb1
Acaa2
Etf1
Pxk
Slc44a2
Taok3
Farsa
Cpne1
Septin11
Psapl1
Dock2
Abi1
Dctn4
Akr7a2
Tcerg1
Klk14
Pym1
Aldh4a1
Pdlim5
Steap3
Copa
Plcg2
Cyp2d26
Sbsn
Ago2
Arhgap18
Cnot3
Plekho2
Wipf1
Adgrg1
Fn3krp
Agfg1
Ndufs8
Stxbp5
C1qtnf5
Cd226
Ltbp4
Acat1
Tspan14
Tprkb
Mapre2
Hnrnpl
Fahd1
Sec14l4
Pttg1ip
Eif3c
Angptl7
Mtss1
Lrrc61
Tspan8
Tspan33
Sh3glb2
Pcolce2
Sh3kbp1
Sds
Sycn
Cth
Hdlbp
Atp1a1
Rcc1
Pdcd10
Grk5
Lgalsl
Lmcd1
Hnrnpu
Rbm39
Dhx36
Slc14a1
Adgrv1
Asb16
Flnc
Pla1a
Sfpq
Acot7
Leap2
Etfrf1
Rab14
Npnt
Ppp1r14a
Ndufs1
Snx9
Stk38
Bzw2
Atp5f1c
Ddx1
Brk1
Mgst1
Sh3bgrl3
Smap1
Setd3
Fubp1
Dcxr
Vps36
Pnpo
Uxs1
Asl
Arrb2
Dera
Rpn1
Twf1
Dnajc3
Grhpr
Tardbp
Hnrnpll
Acaa1a
Cyrib
Pdia5
Macrod1
Dars1
Glyr1
Lrrc59
Chid1
Pdia6
Hnrnpab
Sec14l2
Thumpd1
Nans
Pacsin3
Psip1
Lims1
Arfgap2
Emilin1
Nono
Me2
Aco2
Cmas
Hibadh
Eif2s2
St13
Etfa
Abcf2
Pwp1
Chmp1b1
Grk2
Aspn
Ehbp1l1
Rab27b
Sost
Retn
Rgs18
Rrbp1
Ubxn6
Tp53rkb
Rpl17
Myl9
Lamtor1
Decr1
Ndufa2
Vps25
Sdhb
Bzw1
Sar1b
Chmp1b2
Rgs10
RTRAF
Btf3l4
Gmfb
Snrpb2
Lsm7
Rps21
Gkn2
Ywhab
Ppid
Atp6v1g1
Rpl14
Carhsp1
Tppp3
Arpc2
Snx2
Pin4
Ist1
Hnrnpa0
Manf
Rpl11
Ilf2
Serbp1
Blvra
Tomm34
Glipr2
Tpd52l2
Cops7a
Snf8
Ola1
Naxd
Rpl15
Tsfm
Cs
Rps19
Ube2v1
Hnrnpm
Rars1
Oxct1
Dynll2
Snu13
Znf706
Tmed10
Tbcb
Rab1b
Sarnp
Atp6v1f
Chordc1
Spink12
S100a14
Coro7
Stx11
Idh3a
Nop56
Ovca2
Lyg1
Dusp3
Dnajb4
Tex9
Arpc5l
Chmp4b
Rpl4
Eef1g
Psmd12
Ccdc124
Gng12
Napa
Atp5po
Mcts1
Chmp2a
Uqcrc2
Ehhadh
Paics
Cyb5r3
Ndufb10
Crip2
Etfb
Atp5pd
Gmpr
Rab13
Dtd1
Wdr4
Retnla
Xylt2
Clstn1
Upf1
Ubl5
Clec3a
Papln
Kel
Stx12
Cars1
Mesd
Rab27a
Selenof
Ndufa13
Inpp5d
Anp32b
Pygl
Dync1h1
Eefsec
Ddx21
Plscr3
Rpl38
Sh3glb1
Prelp
Ybx3
Ccl24
Iqgap1
Hyou1
Ldb3
Isg20
Clec1b
Tgm1
Cul3
Pnkp
St6galnac6
Insm2
Dnaja4
Stard10
Chst11
Edf1
Rasgrp2
Glrx
Rhoa
Slamf1
Pin1
Asap1
Lsm4
Ehd3
Clic4
Add3
Add1
Dnaja2
Dnajb1
Spast
Tollip
Dcun1d1
Macroh2a1
Srpx
Sytl4
Arpc1a
Ptges3
Adamdec1
Htra1
Slit2
Septin6
Myo1c
Insrr
Fut8
Cul1
Pdcd6ip
Farsb
Eif4h
Coro1b
Suclg1
Gsk3b
Timm8a1
Pacsin2
Ehd1
Gipc1
Celf2
Eif2s3x
Twf2
Padi4
Eif3g
Ilf3
Hnrnpc
Vamp5
Hnrnpf
Dlgap4
Bin1
Gsto1
Cx3cl1
Ap1b1
Cops5
Trappc3
Rpl35a
Eif3d
Eef1b
Klc1
Sh3pxd2a
Saa2
Sod2
Eif4a2
Tcp1
Gpd1
Cdh2
Sptan1
Eno2
Ugt2b17
Cox4i1
Vim
Ap1g1
Psmd7
Defa5
Prkcd
Ptpn1
Cpox
Acsl1
Mmp9
Stat1
Itgav
Hspa4l
Hcls1
Mcm4
Hsd17b8
Acadvl
P2rx1
Sult1a1
Pdcd5
Tpm2
Gabarapl2
Sumo2
Psmc6
Hpcal1
Elob
Ppp1cc
Sumo1
Prkacb
Mcm2
Mcm6
Mmp11
Pc
F8
Mgat3
Mat2a
Sec31a
Kdm5a
Ckap2
Fadd
Hcfc1
Notch3
Gstt1
Ptprd
H2ac21
Cilp
Wdr44
Xpnpep1
Slc39a10
Cand1
Chst14
Col14a1
Ubap2l
Psmd11
Aars1
Themis
Nars1
Hook3
Ppme1
Naa25
Septin10
Nedd4l
Smc4
Eprs1
Synj1
Pgp
Pak2
Eif3b
Dnm1l
Pacs1
Cd300e
Brox
Cbr3
Angptl6
Bphl
Uqcr10
Dync1li1
Plcd1
Mgat5
Aspscr1
Akr1c13
Paip1
Yars1
Bhmt2
Snx4
Msi2
Mtarc2
Vwa5a
Gmpr2
Mat2b
Kars1
Napg
Cacybp
Cthrc1
Ube2v2
Cul5
Ppa1
Itpa
Snx5
Prkar1a
Trmt112
Ndufs3
Parva
Stard5
Aldh6a1
Snap29
Wfdc15b
Copb1
Abcb9
Reep6
Usp14
Txnrd1
Acss2
Hs6st1
Mfap5
Arl3
Htatip2
Suclg2
Actl6a
Pck1
Plxnb2
Nolc1
Mttp
Capn5
Srsf5
Anp32a
Cd151
Mgll
Ddost
Lat
Pip5k1c
Nmt2
Vamp8
Sfn
Zfr
Psmc3
H2-L
H2-Ab1
H2-Aa
Nras
Cd8b
Sub1
Otc
App
Spn
Fcer1g
Tgm2
Wnt5a
Cyp2d10
Ctnna1
Rpl3
Ephx2
Cd81
Fyn
Cd82
Akr1b8
Vps4b
Aldh3a2
Igfbp1
Rplp1
Rpl36
Cox7a2
Cav1
Hsd11b1
Fmo1
Shmt1
Cpt2
Acyp1
Cox7a1
Cpne2
Psme3
Rras2
Phb1
Acta1
Map4k1
Stx4
Atp8a1
Atp1b3
Lama4
Vegfc
Uqcrh
Rbp1
Eif5b
Ncf1
Esyt1
Igsf10
Srrm1
Arhgap1
Eif1a
Vdac2
Vdac3
Scarb1
Spin1
Trpc6
Cd55
Fbn2
Fdxr
Rhoc
Tgfb1i1
Tll1
Ugt1a9
Mapk3
Sf1
Fkbp5
Top2b
Gpd2
Cr1l
Nox3
Cdc5l
Exoc3l4
Mtcl3
Rab35
Atp2b4
Chsy1
Larp1
Mindy1
Eml2
Lrrc1
Pef1
Ttc7a
Eif4b
Aldh8a1
Cyria
Fam177a1
Iars1
Rap2c
Aldh5a1
Zc3h6
Rhof
Sfrp1
Smoc2
Ago1
Taco1
Abca8a
Pof1b
Znf830
Arhgef12
Apbb1ip
Gys2
Ces1d
Tmem30a
Pear1
Memo1
Txndc5
Plekhf2
Cyp2c50
Tmem205
Tnfaip8
Znf330
Esam
Stk26
Ndufs5
Pstpip2
Uqcrq
Rab5a
Nudt21
Txndc17
Ykt6
Ndufa6
Uqcrfs1
Nhp2
Ssr1
Luc7l
Uqcrc1
Gins1
Prpsap1
Cyc1
Tmem219
Lrrc57
Erp44
Rpl34
Mrrf
Srp19
RtcA
Uqcrb
Abcb6
Gnai3
Ndufa9
Akr1e2
Mvp
Plekha2
Plekho1
Flii
Ap3m1
Hic2
Hdgfl3
Ackr1
Serinc3
Tbl2
Bub3
Cib1
Eif2s3y
Ap3b1
Uso1
Ripor3
Ttc23l
Nlrc5
Rsph10b
Lrrc32
Atp2b1
Fbxw15
Sec22b
Alyref
Clta
F2rl2
Inhbe
Casp6
Prkcsh
Flot1
Notch2
Psmd14
Myadm
Nudc
Cyp4a14
Gucy1b1
Prkag1
Banf1
Impa1
Entpd2
Copb2
Ambn
Hsd17b12
Rdh7
Pglyrp1
Lin7c
Casp14
Cyp1a2
Pomc
Nppa
Rrm1
Pdia4
Spta1
Chmp6
Rras
Spp1
Cd1d1
Cyp2b10
Il1r1
Sptb
Chgb
Kcna3
Hspa2
Ighv3-5
Cox5b
Hexb
Tmsb4x
Pcmt1
Cryab
M6pr
Marcksl1
Tbxa2r
Cyp2f2
Asgr1
Rab6a
Rab18
Hal
Por
Hspa9
Man1a2
Pura
Ptgir
Fkbp2
Stt3a
Pla2g4a
Mapk14
Kcnj5
Atp6v1a
Cast
Adcy9
Atp6v0d1
Slc1a5
Mmp14
Pitpna
Stmn1
Psmc4
Abcd3
Usp5
Cd38
Slc1a3
Cyp2c37
Cyp2c39
Slc16a3
Vps33b
Dnajc5
Chp1
Ube2k
Arf4
Ufm1
Rhob
Atp6v1b2
Fau
Rpl39
Mapk1
Actg2
Rala
Rack1
Vamp7
Stim1
Cuzd1
Casp3
Rpl19
Bpifa1
Psme2
Frg1
Fmo3
Anp32e
Rplp2
Stx2
Adcy6
Prkcq
Scg2
Atf4
B4galnt2
Gm12250
Flg2
Bmal2
Stt3b
Hp1bp3
Fam107b
Ttll12
Edc4
Prrc1
Tubal3
Arap1
Slc27a5
Xirp2
Aldh16a1
Rtp3
Myo1g
Flot2
Irgm1
Ly75
Reep5
Ppp2r5c
Dmbt1
Fzd3
Bcap31
Hras
Gas6
Nnt
Dag1
Ddx3x
Sptbn1
Sprr1a
Sprr1b
Ugt1a1
Bst1
Surf4
Myo6
Ugt1a6
Cyp3a11
Gart
Ttc41
Ltn1
Pcnp
Cpa4
Camk2d
Cyp2c54
Cep162
Nbeal2
Ncapd3
Spcs3
Akap9
Gypc
Atp5mk
Tmc6
Inpp5a
Otub1
Lrrc7
Mogs
Tnfrsf14
Tmem121
Rap2a
Bpifb3
Tufm
Erlin2
Efr3a
Bmp3
Chmp2b
Dlat
Dmxl2
Mageb18
Csnk1g1
Ugt2a3
Vps13c
Lnpep
Rasal3
Endod1
Immt
Yod1
Gramd4
Txnl1
Bicdl2
Gas2l1
Acsl5
Scamp1
Gltpd2
Nckap1l
Sdha
Sdr9c7
Mepe
Eif3l
Slc22a22
Bst2
Igsf8
Myct1
Atp2a1
Stab1
Arl6ip5
Uba5
Dnah5
Mob2
Abca7
Eif4a3
Ndufs2
Ces1f
Creb3l3
Basp1
Ndufv1
Tmem63a
Rab4b
Dst
Smc1b
Mgat2
Nelfcd
Cpt1b
Derl1
Gimap4
Tmed9
Stk24
Dctn2
Clint1
Dnajb11
Gstt3
Aadac
Cox6c
Atp5mg
Ndufb2
Uqcr11
Ndufc2
Fis1
Ndufb9
Atp5pb
Arl8b
Psmd9
Ndufab1
Slc25a11
Art4
Chchd3
Ndufs4
Prxl2a
Nsfl1c
Cmtm6
Rab32
Elp3
Pdhb
Ptms
Cndp2
Rita1
Lamtor5
Dlst
Ephx1
Atp5f1d
Tubb4a
Ndufv2
Pacc1
Capns2
Apmap
Efhd2
Aldh7a1
Rpn2
Ndufs7
Smpx
Ndufa8
Tmt1b
Pycard
Rp2
Hsd17b11
Vps35
Gmfg
Scamp2
Rtn3
Tmod3
Ide
Stk4
Slc29a1
Ralb
Sppl2a
Sh3bgrl
Tuba8
Rab37
Nudt5
Fmnl1
Nt5c
Drg2
Shroom3
Slc25a13
Pex14
Rab9a
Galk1
Sec11a
Hebp1
Cdh13
Skp1
Pfkp
Eci2
Dmtn
Slit3
Aadat
Cldn13
Tjp2
Atp6v0a1
Angptl4
Fcmr
Osbpl9
Ubr4
Agrn
Htra4
Col6a5
Ptprs
Atf6
Ampd3
Tcof1
Gfra2
Col15a1
Exoc7
Purb
Aldh1a7
Ap3d1
Arhgap6
Nipsnap2
Pdlim3
Pfdn2
Tgfbr3
Ppt1
Pak1
Ctbp1
Tpp1
Cst7
Casp8
Igkv2-112
Myl1
Plau
Sparc
Cbr2
Prkg1
Ly6c1
Pfkl
Umps
Hspb1
Lmnb1
Fgfr1
Pah
Ap2a1
Ap2a2
Rps6ka3
Lama1
Rpl13a
Cyp2a5
Ubl4a
Lmnb2
Serpine1
Impdh2
Cftr
Pik3r1
Col2a1
Bgn
Celf1
Nedd8
Aimp1
Pvalb
Ly6d
Sar1a
Fbln2
Lig1
Septin1
Psmc2
Gal
Map2k4
Scg3
Idua
Mapkapk2
Cdk5
Tmod1
Ctsh
Uros
Dynlt1
Tst
Sult2a1
Gcg
Adamts8
Opa1
Ruvbl1
Arl1
Dynlrb1
Ap2s1
Smpdl3a
Pkn1
Usp9x
Ctps1
Sephs2
Pirb
Casp7
Dab2
Sele
Axl
Sec23a
Col6a2
Fgfr4
Pcsk5
Thbs3
Aplp2
Acads
Vgf
Relch
Ush2A
Osbp
Gmps
Psmd1
Tradd
Kcp
Puf60
Snx27
Sf3b2
Usp19
Gpd1l
Cln5
Elane
Gask1b
Nt5c2
Egflam
Ddx46
